symptom_name;disease_common_name
Anorexia;acquired immunodeficiency syndrome
Anorexia;breast cancer
Anorexia;colon cancer
Anorexia;skin cancer
Anorexia;osteoporosis
Anorexia;rheumatoid arthritis
Anorexia;Alzheimer's disease
Anorexia;coronary artery disease
Anorexia;hypertension
Anorexia;systemic scleroderma
Anorexia;type 2 diabetes mellitus
Anorexia;metabolic syndrome X
Anorexia;obesity
Anorexia;hepatitis B
Anorexia;malaria
Anorexia;malignant glioma
Anorexia;melanoma
Anorexia;esophageal cancer
Anorexia;rectum cancer
Anorexia;stomach cancer
Anorexia;liver cancer
Anorexia;pancreatic cancer
Anorexia;ovarian cancer
Anorexia;head and neck cancer
Anorexia;hematologic cancer
Anorexia;brain cancer
Anorexia;uterine cancer
Anorexia;prostate cancer
Anorexia;kidney cancer
Anorexia;ulcerative colitis
Anorexia;Crohn's disease
Anorexia;asthma
Anorexia;chronic obstructive pulmonary disease
Anorexia;multiple sclerosis
Anorexia;Parkinson's disease
Anorexia;epilepsy syndrome
Anorexia;migraine
Anorexia;chronic kidney failure
Anorexia;Kawasaki disease
Anorexia;anemia
Anorexia;systemic lupus erythematosus
Anorexia;type 1 diabetes mellitus
Anorexia;hypothyroidism
Anorexia;bipolar disorder
Anorexia;endogenous depression
Anorexia;schizophrenia
Anorexia;polycystic ovary syndrome
Anorexia;malignant mesothelioma
Anorexia;bone cancer
Anorexia;bile duct cancer
Anorexia;gallbladder cancer
Anorexia;jejunal cancer
Anorexia;testicular cancer
Anorexia;ureter cancer
Anorexia;urinary bladder cancer
Anorexia;celiac disease
Anorexia;pancreatitis
Anorexia;Behcet's disease
Anorexia;periodontitis
Anorexia;glaucoma
Anorexia;abdominal aortic aneurysm
Anorexia;thoracic aortic aneurysm
Anorexia;attention deficit hyperactivity disorder
Anorexia;primary biliary cirrhosis
Anorexia;vaginal cancer
Anorexia;Gilles de la Tourette syndrome
Diarrhea, Infantile;acquired immunodeficiency syndrome
Diarrhea, Infantile;colon cancer
Diarrhea, Infantile;skin cancer
Diarrhea, Infantile;hypertension
Diarrhea, Infantile;malaria
Diarrhea, Infantile;uterine fibroid
Diarrhea, Infantile;retroperitoneal cancer
Diarrhea, Infantile;pancreatic cancer
Diarrhea, Infantile;head and neck cancer
Diarrhea, Infantile;spinal cancer
Diarrhea, Infantile;mediastinal cancer
Diarrhea, Infantile;ulcerative colitis
Diarrhea, Infantile;Crohn's disease
Diarrhea, Infantile;asthma
Diarrhea, Infantile;epilepsy syndrome
Diarrhea, Infantile;Kawasaki disease
Diarrhea, Infantile;anemia
Diarrhea, Infantile;type 1 diabetes mellitus
Diarrhea, Infantile;adrenal gland cancer
Diarrhea, Infantile;celiac disease
Diarrhea, Infantile;dental caries
Diarrhea, Infantile;idiopathic pulmonary fibrosis
Diarrhea, Infantile;atopic dermatitis
Nausea;acquired immunodeficiency syndrome
Nausea;breast cancer
Nausea;colon cancer
Nausea;skin cancer
Nausea;osteoporosis
Nausea;rheumatoid arthritis
Nausea;Alzheimer's disease
Nausea;coronary artery disease
Nausea;hypertension
Nausea;systemic scleroderma
Nausea;type 2 diabetes mellitus
Nausea;metabolic syndrome X
Nausea;obesity
Nausea;leprosy
Nausea;hepatitis B
Nausea;malaria
Nausea;uterine fibroid
Nausea;malignant glioma
Nausea;melanoma
Nausea;retroperitoneal cancer
Nausea;esophageal cancer
Nausea;rectum cancer
Nausea;stomach cancer
Nausea;liver cancer
Nausea;pancreatic cancer
Nausea;ovarian cancer
Nausea;head and neck cancer
Nausea;larynx cancer
Nausea;hematologic cancer
Nausea;brain cancer
Nausea;meningioma
Nausea;spinal cancer
Nausea;mediastinal cancer
Nausea;thymus cancer
Nausea;uterine cancer
Nausea;prostate cancer
Nausea;kidney cancer
Nausea;ankylosing spondylitis
Nausea;ulcerative colitis
Nausea;Crohn's disease
Nausea;asthma
Nausea;chronic obstructive pulmonary disease
Nausea;multiple sclerosis
Nausea;Parkinson's disease
Nausea;epilepsy syndrome
Nausea;migraine
Nausea;amyotrophic lateral sclerosis
Nausea;restless legs syndrome
Nausea;Graves' disease
Nausea;chronic kidney failure
Nausea;anemia
Nausea;systemic lupus erythematosus
Nausea;alopecia areata
Nausea;type 1 diabetes mellitus
Nausea;hypothyroidism
Nausea;panic disorder
Nausea;bipolar disorder
Nausea;endogenous depression
Nausea;schizophrenia
Nausea;polycystic ovary syndrome
Nausea;germ cell cancer
Nausea;malignant mesothelioma
Nausea;bone cancer
Nausea;bile duct cancer
Nausea;gallbladder cancer
Nausea;appendix cancer
Nausea;jejunal cancer
Nausea;adrenal gland cancer
Nausea;testicular cancer
Nausea;vascular cancer
Nausea;vulva cancer
Nausea;urinary bladder cancer
Nausea;Paget's disease of bone
Nausea;gout
Nausea;sclerosing cholangitis
Nausea;celiac disease
Nausea;pancreatitis
Nausea;Behcet's disease
Nausea;cleft lip
Nausea;intracranial aneurysm
Nausea;glaucoma
Nausea;age related macular degeneration
Nausea;membranous glomerulonephritis
Nausea;focal segmental glomerulosclerosis
Nausea;abdominal aortic aneurysm
Nausea;thoracic aortic aneurysm
Nausea;atopic dermatitis
Nausea;attention deficit hyperactivity disorder
Nausea;primary biliary cirrhosis
Nausea;Gilles de la Tourette syndrome
Nausea;narcolepsy
Nausea;conduct disorder
Nausea;Barrett's esophagus
Nausea;salivary gland cancer
Nausea;fallopian tube cancer
Anoxia;acquired immunodeficiency syndrome
Anoxia;breast cancer
Anoxia;colon cancer
Anoxia;skin cancer
Anoxia;osteoporosis
Anoxia;rheumatoid arthritis
Anoxia;Alzheimer's disease
Anoxia;coronary artery disease
Anoxia;atherosclerosis
Anoxia;hypertension
Anoxia;systemic scleroderma
Anoxia;type 2 diabetes mellitus
Anoxia;metabolic syndrome X
Anoxia;obesity
Anoxia;hepatitis B
Anoxia;malaria
Anoxia;uterine fibroid
Anoxia;muscle cancer
Anoxia;malignant glioma
Anoxia;melanoma
Anoxia;retroperitoneal cancer
Anoxia;esophageal cancer
Anoxia;rectum cancer
Anoxia;stomach cancer
Anoxia;liver cancer
Anoxia;pancreatic cancer
Anoxia;ovarian cancer
Anoxia;head and neck cancer
Anoxia;larynx cancer
Anoxia;hematologic cancer
Anoxia;brain cancer
Anoxia;meningioma
Anoxia;mediastinal cancer
Anoxia;uterine cancer
Anoxia;prostate cancer
Anoxia;kidney cancer
Anoxia;ankylosing spondylitis
Anoxia;ulcerative colitis
Anoxia;asthma
Anoxia;chronic obstructive pulmonary disease
Anoxia;multiple sclerosis
Anoxia;Parkinson's disease
Anoxia;epilepsy syndrome
Anoxia;migraine
Anoxia;amyotrophic lateral sclerosis
Anoxia;Graves' disease
Anoxia;chronic kidney failure
Anoxia;anemia
Anoxia;systemic lupus erythematosus
Anoxia;type 1 diabetes mellitus
Anoxia;hypothyroidism
Anoxia;panic disorder
Anoxia;bipolar disorder
Anoxia;endogenous depression
Anoxia;schizophrenia
Anoxia;malignant mesothelioma
Anoxia;bone cancer
Anoxia;gallbladder cancer
Anoxia;adrenal gland cancer
Anoxia;testicular cancer
Anoxia;ocular cancer
Anoxia;peripheral nervous system neoplasm
Anoxia;vascular cancer
Anoxia;urinary bladder cancer
Anoxia;celiac disease
Anoxia;pancreatitis
Anoxia;Behcet's disease
Anoxia;cleft lip
Anoxia;periodontitis
Anoxia;idiopathic pulmonary fibrosis
Anoxia;intracranial aneurysm
Anoxia;glaucoma
Anoxia;age related macular degeneration
Anoxia;focal segmental glomerulosclerosis
Anoxia;dilated cardiomyopathy
Anoxia;abdominal aortic aneurysm
Anoxia;thoracic aortic aneurysm
Anoxia;atopic dermatitis
Anoxia;attention deficit hyperactivity disorder
Anoxia;autistic disorder
Anoxia;primary biliary cirrhosis
Anoxia;otosclerosis
Anoxia;narcolepsy
Anoxia;refractive error
Anoxia;salivary gland cancer
Anoxia;Fuchs' endothelial dystrophy
Anoxia;azoospermia
Apnea;breast cancer
Apnea;skin cancer
Apnea;osteoporosis
Apnea;rheumatoid arthritis
Apnea;coronary artery disease
Apnea;hypertension
Apnea;obesity
Apnea;malignant glioma
Apnea;larynx cancer
Apnea;brain cancer
Apnea;spinal cancer
Apnea;mediastinal cancer
Apnea;uterine cancer
Apnea;kidney cancer
Apnea;Crohn's disease
Apnea;asthma
Apnea;chronic obstructive pulmonary disease
Apnea;multiple sclerosis
Apnea;Parkinson's disease
Apnea;epilepsy syndrome
Apnea;migraine
Apnea;amyotrophic lateral sclerosis
Apnea;restless legs syndrome
Apnea;chronic kidney failure
Apnea;anemia
Apnea;systemic lupus erythematosus
Apnea;type 1 diabetes mellitus
Apnea;hypothyroidism
Apnea;panic disorder
Apnea;bipolar disorder
Apnea;schizophrenia
Apnea;peripheral nervous system neoplasm
Apnea;pancreatitis
Apnea;cleft lip
Apnea;idiopathic pulmonary fibrosis
Apnea;intracranial aneurysm
Apnea;Creutzfeldt-Jakob disease
Apnea;glaucoma
Apnea;dilated cardiomyopathy
Apnea;autistic disorder
Apnea;narcolepsy
Cough;acquired immunodeficiency syndrome
Cough;breast cancer
Cough;skin cancer
Cough;osteoporosis
Cough;rheumatoid arthritis
Cough;coronary artery disease
Cough;hypertension
Cough;systemic scleroderma
Cough;type 2 diabetes mellitus
Cough;obesity
Cough;leprosy
Cough;malaria
Cough;uterine fibroid
Cough;muscle cancer
Cough;esophageal cancer
Cough;stomach cancer
Cough;liver cancer
Cough;pancreatic cancer
Cough;ovarian cancer
Cough;head and neck cancer
Cough;larynx cancer
Cough;brain cancer
Cough;meningioma
Cough;mediastinal cancer
Cough;thymus cancer
Cough;uterine cancer
Cough;kidney cancer
Cough;ankylosing spondylitis
Cough;ulcerative colitis
Cough;Crohn's disease
Cough;asthma
Cough;chronic obstructive pulmonary disease
Cough;multiple sclerosis
Cough;Parkinson's disease
Cough;epilepsy syndrome
Cough;migraine
Cough;amyotrophic lateral sclerosis
Cough;chronic kidney failure
Cough;Kawasaki disease
Cough;anemia
Cough;systemic lupus erythematosus
Cough;type 1 diabetes mellitus
Cough;hypothyroidism
Cough;bipolar disorder
Cough;endogenous depression
Cough;schizophrenia
Cough;germ cell cancer
Cough;malignant mesothelioma
Cough;bone cancer
Cough;vascular cancer
Cough;sclerosing cholangitis
Cough;celiac disease
Cough;pancreatitis
Cough;Behcet's disease
Cough;cleft lip
Cough;periodontitis
Cough;idiopathic pulmonary fibrosis
Cough;intracranial aneurysm
Cough;Creutzfeldt-Jakob disease
Cough;glaucoma
Cough;thoracic aortic aneurysm
Cough;atopic dermatitis
Cough;attention deficit hyperactivity disorder
Cough;primary biliary cirrhosis
Cough;Gilles de la Tourette syndrome
Cough;Barrett's esophagus
Dyspnea;acquired immunodeficiency syndrome
Dyspnea;breast cancer
Dyspnea;colon cancer
Dyspnea;skin cancer
Dyspnea;osteoporosis
Dyspnea;rheumatoid arthritis
Dyspnea;coronary artery disease
Dyspnea;atherosclerosis
Dyspnea;hypertension
Dyspnea;systemic scleroderma
Dyspnea;type 2 diabetes mellitus
Dyspnea;metabolic syndrome X
Dyspnea;obesity
Dyspnea;leprosy
Dyspnea;malaria
Dyspnea;uterine fibroid
Dyspnea;muscle cancer
Dyspnea;malignant glioma
Dyspnea;melanoma
Dyspnea;retroperitoneal cancer
Dyspnea;esophageal cancer
Dyspnea;rectum cancer
Dyspnea;stomach cancer
Dyspnea;liver cancer
Dyspnea;pancreatic cancer
Dyspnea;ovarian cancer
Dyspnea;head and neck cancer
Dyspnea;larynx cancer
Dyspnea;brain cancer
Dyspnea;mediastinal cancer
Dyspnea;thymus cancer
Dyspnea;uterine cancer
Dyspnea;prostate cancer
Dyspnea;kidney cancer
Dyspnea;ankylosing spondylitis
Dyspnea;ulcerative colitis
Dyspnea;Crohn's disease
Dyspnea;asthma
Dyspnea;chronic obstructive pulmonary disease
Dyspnea;multiple sclerosis
Dyspnea;Parkinson's disease
Dyspnea;epilepsy syndrome
Dyspnea;migraine
Dyspnea;amyotrophic lateral sclerosis
Dyspnea;Graves' disease
Dyspnea;chronic kidney failure
Dyspnea;Kawasaki disease
Dyspnea;anemia
Dyspnea;systemic lupus erythematosus
Dyspnea;alopecia areata
Dyspnea;type 1 diabetes mellitus
Dyspnea;hypothyroidism
Dyspnea;panic disorder
Dyspnea;bipolar disorder
Dyspnea;endogenous depression
Dyspnea;schizophrenia
Dyspnea;germ cell cancer
Dyspnea;malignant mesothelioma
Dyspnea;bone cancer
Dyspnea;gallbladder cancer
Dyspnea;jejunal cancer
Dyspnea;adrenal gland cancer
Dyspnea;testicular cancer
Dyspnea;vascular cancer
Dyspnea;vulva cancer
Dyspnea;ureter cancer
Dyspnea;urinary bladder cancer
Dyspnea;psoriatic arthritis
Dyspnea;celiac disease
Dyspnea;pancreatitis
Dyspnea;Behcet's disease
Dyspnea;idiopathic pulmonary fibrosis
Dyspnea;intracranial aneurysm
Dyspnea;glaucoma
Dyspnea;focal segmental glomerulosclerosis
Dyspnea;dilated cardiomyopathy
Dyspnea;abdominal aortic aneurysm
Dyspnea;thoracic aortic aneurysm
Dyspnea;atopic dermatitis
Dyspnea;attention deficit hyperactivity disorder
Dyspnea;primary biliary cirrhosis
Dyspnea;Barrett's esophagus
Dyspnea;salivary gland cancer
Dyspnea;fallopian tube cancer
Hemoptysis;acquired immunodeficiency syndrome
Hemoptysis;breast cancer
Hemoptysis;skin cancer
Hemoptysis;rheumatoid arthritis
Hemoptysis;coronary artery disease
Hemoptysis;atherosclerosis
Hemoptysis;hypertension
Hemoptysis;systemic scleroderma
Hemoptysis;type 2 diabetes mellitus
Hemoptysis;uterine fibroid
Hemoptysis;melanoma
Hemoptysis;retroperitoneal cancer
Hemoptysis;esophageal cancer
Hemoptysis;liver cancer
Hemoptysis;pancreatic cancer
Hemoptysis;ovarian cancer
Hemoptysis;larynx cancer
Hemoptysis;brain cancer
Hemoptysis;meningioma
Hemoptysis;mediastinal cancer
Hemoptysis;thymus cancer
Hemoptysis;uterine cancer
Hemoptysis;prostate cancer
Hemoptysis;kidney cancer
Hemoptysis;ankylosing spondylitis
Hemoptysis;asthma
Hemoptysis;chronic obstructive pulmonary disease
Hemoptysis;amyotrophic lateral sclerosis
Hemoptysis;restless legs syndrome
Hemoptysis;chronic kidney failure
Hemoptysis;anemia
Hemoptysis;systemic lupus erythematosus
Hemoptysis;type 1 diabetes mellitus
Hemoptysis;hypothyroidism
Hemoptysis;malignant mesothelioma
Hemoptysis;bone cancer
Hemoptysis;bile duct cancer
Hemoptysis;adrenal gland cancer
Hemoptysis;testicular cancer
Hemoptysis;vascular cancer
Hemoptysis;celiac disease
Hemoptysis;pancreatitis
Hemoptysis;Behcet's disease
Hemoptysis;idiopathic pulmonary fibrosis
Hemoptysis;intracranial aneurysm
Hemoptysis;IgA glomerulonephritis
Hemoptysis;membranous glomerulonephritis
Hemoptysis;dilated cardiomyopathy
Hemoptysis;thoracic aortic aneurysm
Hypercapnia;colon cancer
Hypercapnia;osteoporosis
Hypercapnia;Alzheimer's disease
Hypercapnia;coronary artery disease
Hypercapnia;hypertension
Hypercapnia;systemic scleroderma
Hypercapnia;obesity
Hypercapnia;uterine fibroid
Hypercapnia;malignant glioma
Hypercapnia;head and neck cancer
Hypercapnia;larynx cancer
Hypercapnia;brain cancer
Hypercapnia;meningioma
Hypercapnia;thymus cancer
Hypercapnia;uterine cancer
Hypercapnia;kidney cancer
Hypercapnia;ankylosing spondylitis
Hypercapnia;asthma
Hypercapnia;chronic obstructive pulmonary disease
Hypercapnia;multiple sclerosis
Hypercapnia;Parkinson's disease
Hypercapnia;epilepsy syndrome
Hypercapnia;migraine
Hypercapnia;amyotrophic lateral sclerosis
Hypercapnia;chronic kidney failure
Hypercapnia;anemia
Hypercapnia;systemic lupus erythematosus
Hypercapnia;type 1 diabetes mellitus
Hypercapnia;hypothyroidism
Hypercapnia;panic disorder
Hypercapnia;bipolar disorder
Hypercapnia;endogenous depression
Hypercapnia;pancreatitis
Hypercapnia;idiopathic pulmonary fibrosis
Hypercapnia;intracranial aneurysm
Hypercapnia;glaucoma
Hypercapnia;dilated cardiomyopathy
Hypercapnia;thoracic aortic aneurysm
Hypercapnia;narcolepsy
Hyperventilation;acquired immunodeficiency syndrome
Hyperventilation;rheumatoid arthritis
Hyperventilation;coronary artery disease
Hyperventilation;hypertension
Hyperventilation;systemic scleroderma
Hyperventilation;type 2 diabetes mellitus
Hyperventilation;obesity
Hyperventilation;malaria
Hyperventilation;malignant glioma
Hyperventilation;melanoma
Hyperventilation;liver cancer
Hyperventilation;larynx cancer
Hyperventilation;brain cancer
Hyperventilation;meningioma
Hyperventilation;ankylosing spondylitis
Hyperventilation;asthma
Hyperventilation;chronic obstructive pulmonary disease
Hyperventilation;multiple sclerosis
Hyperventilation;Parkinson's disease
Hyperventilation;epilepsy syndrome
Hyperventilation;migraine
Hyperventilation;chronic kidney failure
Hyperventilation;anemia
Hyperventilation;systemic lupus erythematosus
Hyperventilation;type 1 diabetes mellitus
Hyperventilation;panic disorder
Hyperventilation;bipolar disorder
Hyperventilation;endogenous depression
Hyperventilation;schizophrenia
Hyperventilation;idiopathic pulmonary fibrosis
Hyperventilation;intracranial aneurysm
Hyperventilation;dilated cardiomyopathy
Hyperventilation;atopic dermatitis
Hyperventilation;autistic disorder
Respiratory Aspiration;systemic scleroderma
Respiratory Aspiration;obesity
Respiratory Aspiration;leprosy
Respiratory Aspiration;head and neck cancer
Respiratory Aspiration;larynx cancer
Respiratory Aspiration;prostate cancer
Respiratory Aspiration;asthma
Respiratory Aspiration;chronic obstructive pulmonary disease
Respiratory Aspiration;multiple sclerosis
Respiratory Aspiration;Parkinson's disease
Respiratory Aspiration;epilepsy syndrome
Respiratory Aspiration;amyotrophic lateral sclerosis
Respiratory Aspiration;schizophrenia
Respiratory Aspiration;celiac disease
Respiratory Aspiration;cleft lip
Respiratory Aspiration;idiopathic pulmonary fibrosis
Respiratory Aspiration;thoracic aortic aneurysm
Respiratory Aspiration;Barrett's esophagus
Respiratory Sounds;acquired immunodeficiency syndrome
Respiratory Sounds;breast cancer
Respiratory Sounds;skin cancer
Respiratory Sounds;rheumatoid arthritis
Respiratory Sounds;coronary artery disease
Respiratory Sounds;hypertension
Respiratory Sounds;systemic scleroderma
Respiratory Sounds;type 2 diabetes mellitus
Respiratory Sounds;obesity
Respiratory Sounds;malaria
Respiratory Sounds;uterine fibroid
Respiratory Sounds;malignant glioma
Respiratory Sounds;esophageal cancer
Respiratory Sounds;stomach cancer
Respiratory Sounds;liver cancer
Respiratory Sounds;head and neck cancer
Respiratory Sounds;larynx cancer
Respiratory Sounds;hematologic cancer
Respiratory Sounds;brain cancer
Respiratory Sounds;mediastinal cancer
Respiratory Sounds;thymus cancer
Respiratory Sounds;ankylosing spondylitis
Respiratory Sounds;ulcerative colitis
Respiratory Sounds;Crohn's disease
Respiratory Sounds;asthma
Respiratory Sounds;chronic obstructive pulmonary disease
Respiratory Sounds;Parkinson's disease
Respiratory Sounds;epilepsy syndrome
Respiratory Sounds;amyotrophic lateral sclerosis
Respiratory Sounds;Kawasaki disease
Respiratory Sounds;anemia
Respiratory Sounds;systemic lupus erythematosus
Respiratory Sounds;type 1 diabetes mellitus
